canonical_key,ensembl_id,gene_symbol,approved_name,uniprot_accession,uniprot_source,organism_tax_id
uniprot:Q96Q42,ENSG00000003393,ALS2,alsin rho guanine nucleotide exchange factor als2,Q96Q42,uniprot_swissprot,9606
uniprot:Q92851,ENSG00000003400,CASP10,caspase 10,Q92851,uniprot_swissprot,9606
uniprot:O15519,ENSG00000003402,CFLAR,casp8 and fadd like apoptosis regulator,O15519,uniprot_swissprot,9606
uniprot:P10646,ENSG00000003436,TFPI,tissue factor pathway inhibitor,P10646,uniprot_swissprot,9606
uniprot:Q7L592,ENSG00000003509,NDUFAF7,nadh:ubiquinone oxidoreductase complex assembly factor 7,Q7L592,uniprot_swissprot,9606
uniprot:P52569,ENSG00000003989,SLC7A2,solute carrier family 7 member 2,P52569,uniprot_swissprot,9606
uniprot:P84085,ENSG00000004059,ARF5,arf gtpase 5,P84085,uniprot_swissprot,9606
uniprot:Q9Y2S7,ENSG00000004142,POLDIP2,dna polymerase delta interacting protein 2,Q9Y2S7,uniprot_swissprot,9606
uniprot:Q9Y4D7,ENSG00000004399,PLXND1,plexin d1,Q9Y4D7,uniprot_swissprot,9606
uniprot:P28907,ENSG00000004468,CD38,cd38 molecule,P28907,uniprot_swissprot,9606
uniprot:Q02790,ENSG00000004478,FKBP4,fkbp prolyl isomerase 4,Q02790,uniprot_swissprot,9606
uniprot:O60341,ENSG00000004487,KDM1A,lysine demethylase 1a,O60341,uniprot_swissprot,9606
uniprot:P78332,ENSG00000004534,RBM6,rna binding motif protein 6,P78332,uniprot_swissprot,9606
uniprot:P46063,ENSG00000004700,RECQL,recq like helicase,P46063,uniprot_swissprot,9606
uniprot:O14561,ENSG00000004779,NDUFAB1,nadh:ubiquinone oxidoreductase subunit ab1,O14561,uniprot_swissprot,9606
uniprot:Q2M3G0,ENSG00000004846,ABCB5,atp binding cassette subfamily b member 5,Q2M3G0,uniprot_swissprot,9606
uniprot:Q96QS3,ENSG00000004848,ARX,aristaless related homeobox,Q96QS3,uniprot_swissprot,9606
uniprot:Q9UJS0,ENSG00000004864,SLC25A13,solute carrier family 25 member 13,Q9UJS0,uniprot_swissprot,9606
uniprot:P30260,ENSG00000004897,CDC27,cell division cycle 27,P30260,uniprot_swissprot,9606
uniprot:P02730,ENSG00000004939,SLC4A1,solute carrier family 4 member 1 (diego blood group),P02730,uniprot_swissprot,9606
uniprot:P30988,ENSG00000004948,CALCR,calcitonin receptor,P30988,uniprot_swissprot,9606
uniprot:Q92900,ENSG00000005007,UPF1,upf1 rna helicase and atpase,Q92900,uniprot_swissprot,9606
uniprot:O75563,ENSG00000005020,SKAP2,src kinase associated phosphoprotein 2,O75563,uniprot_swissprot,9606
uniprot:P31270,ENSG00000005073,HOXA11,homeobox a11,P31270,uniprot_swissprot,9606
uniprot:Q9UPZ6,ENSG00000005108,THSD7A,thrombospondin type 1 domain containing 7a,Q9UPZ6,uniprot_swissprot,9606
uniprot:Q6FI81,ENSG00000005194,CIAPIN1,cytokine induced apoptosis inhibitor 1,Q6FI81,uniprot_swissprot,9606
uniprot:Q9P299,ENSG00000005243,COPZ2,coat protein complex i subunit zeta 2,Q9P299,uniprot_swissprot,9606
uniprot:Q92793,ENSG00000005339,CREBBP,creb binding lysine acetyltransferase,Q92793,uniprot_swissprot,9606
uniprot:P05164,ENSG00000005381,MPO,myeloperoxidase,P05164,uniprot_swissprot,9606
uniprot:P27169,ENSG00000005421,PON1,paraoxonase 1,P27169,uniprot_swissprot,9606
uniprot:P16383,ENSG00000005436,GCFC2,gc-rich sequence dna-binding factor 2,P16383,uniprot_swissprot,9606
uniprot:Q9UKG9,ENSG00000005469,CROT,carnitine o-octanoyltransferase,Q9UKG9,uniprot_swissprot,9606
uniprot:Q8IZD2,ENSG00000005483,KMT2E,lysine methyltransferase 2e (inactive),Q8IZD2,uniprot_swissprot,9606
uniprot:O75592,ENSG00000005810,MYCBP2,myc binding protein 2,O75592,uniprot_swissprot,9606
uniprot:P20701,ENSG00000005844,ITGAL,integrin subunit alpha l,P20701,uniprot_swissprot,9606
uniprot:P26006,ENSG00000005884,ITGA3,integrin subunit alpha 3,P26006,uniprot_swissprot,9606
uniprot:Q9BZF2,ENSG00000006025,OSBPL7,oxysterol binding protein like 7,Q9BZF2,uniprot_swissprot,9606
uniprot:Q99558,ENSG00000006062,MAP3K14,mitogen-activated protein kinase kinase kinase 14,Q99558,uniprot_swissprot,9606
uniprot:Q09428,ENSG00000006071,ABCC8,atp binding cassette subfamily c member 8,Q09428,uniprot_swissprot,9606
uniprot:O60359,ENSG00000006116,CACNG3,calcium voltage-gated channel auxiliary subunit gamma 3,O60359,uniprot_swissprot,9606
uniprot:P78423,ENSG00000006210,CX3CL1,c-x3-c motif chemokine ligand 1,P78423,uniprot_swissprot,9606
uniprot:O43497,ENSG00000006283,CACNA1G,calcium voltage-gated channel subunit alpha1 g,O43497,uniprot_swissprot,9606
uniprot:Q9NP84,ENSG00000006327,TNFRSF12A,tnf receptor superfamily member 12a,Q9NP84,uniprot_swissprot,9606
uniprot:P80192,ENSG00000006432,MAP3K9,mitogen-activated protein kinase kinase kinase 9,P80192,uniprot_swissprot,9606
uniprot:P11233,ENSG00000006451,RALA,ras like proto-oncogene a,P11233,uniprot_swissprot,9606
uniprot:Q9UHR4,ENSG00000006453,BAIAP2L1,bar/imd domain containing adaptor protein 2 like 1,Q9UHR4,uniprot_swissprot,9606
uniprot:Q6ZMT4,ENSG00000006459,KDM7A,lysine demethylase 7a,Q6ZMT4,uniprot_swissprot,9606
uniprot:P50549,ENSG00000006468,ETV1,ets variant transcription factor 1,P50549,uniprot_swissprot,9606
uniprot:Q53H12,ENSG00000006530,AGK,acylglycerol kinase,Q53H12,uniprot_swissprot,9606
uniprot:Q5TAA0,ENSG00000006555,TTC22,tetratricopeptide repeat domain 22,Q5TAA0,uniprot_swissprot,9606
uniprot:Q8N3S3,ENSG00000006576,PHTF2,putative homeodomain transcription factor 2,Q8N3S3,uniprot_swissprot,9606
uniprot:O94887,ENSG00000006607,FARP2,"ferm, arh/rhogef and pleckstrin domain protein 2",O94887,uniprot_swissprot,9606
uniprot:P21731,ENSG00000006638,TBXA2R,thromboxane a2 receptor,P21731,uniprot_swissprot,9606
uniprot:Q12887,ENSG00000006695,COX10,cytochrome c oxidase assembly factor heme a:farnesyltransferase cox10,Q12887,uniprot_swissprot,9606
uniprot:Q9UHL9,ENSG00000006704,GTF2IRD1,gtf2i repeat domain containing 1,Q9UHL9,uniprot_swissprot,9606
uniprot:Q17R89,ENSG00000006740,ARHGAP44,rho gtpase activating protein 44,Q17R89,uniprot_swissprot,9606
uniprot:Q9Y6U3,ENSG00000006747,SCIN,scinderin,Q9Y6U3,uniprot_swissprot,9606
uniprot:O95045,ENSG00000007001,UPP2,uridine phosphorylase 2,O95045,uniprot_swissprot,9606
uniprot:O43490,ENSG00000007062,PROM1,prominin 1,O43490,uniprot_swissprot,9606
uniprot:P35228,ENSG00000007171,NOS2,nitric oxide synthase 2,P35228,uniprot_swissprot,9606
uniprot:O60861,ENSG00000007237,GAS7,growth arrest specific 7,O60861,uniprot_swissprot,9606
uniprot:Q14002,ENSG00000007306,CEACAM7,cea cell adhesion molecule 7,Q14002,uniprot_swissprot,9606
uniprot:P40259,ENSG00000007312,CD79B,cd79b molecule,P40259,uniprot_swissprot,9606
uniprot:P35499,ENSG00000007314,SCN4A,sodium voltage-gated channel alpha subunit 4,P35499,uniprot_swissprot,9606
uniprot:Q8TDW4,ENSG00000007341,ST7L,suppression of tumorigenicity 7 like,Q8TDW4,uniprot_swissprot,9606
uniprot:Q9NY47,ENSG00000007402,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2,Q9NY47,uniprot_swissprot,9606
uniprot:Q99594,ENSG00000007866,TEAD3,tea domain transcription factor 3,Q99594,uniprot_swissprot,9606
uniprot:P16581,ENSG00000007908,SELE,selectin e,P16581,uniprot_swissprot,9606
uniprot:Q9NVH1,ENSG00000007923,DNAJC11,dnaj heat shock protein family (hsp40) member c11,Q9NVH1,uniprot_swissprot,9606
uniprot:Q8WY64,ENSG00000007944,MYLIP,myosin regulatory light chain interacting protein,Q8WY64,uniprot_swissprot,9606
uniprot:Q9Y5S8,ENSG00000007952,NOX1,nadph oxidase 1,Q9Y5S8,uniprot_swissprot,9606
uniprot:Q14209,ENSG00000007968,E2F2,e2f transcription factor 2,Q14209,uniprot_swissprot,9606
uniprot:Q92833,ENSG00000008083,JARID2,jumonji and at-rich interaction domain containing 2,Q92833,uniprot_swissprot,9606
uniprot:Q9UQ88,ENSG00000008128,CDK11A,cyclin dependent kinase 11a,Q9UQ88,uniprot_swissprot,9606
uniprot:O95544,ENSG00000008130,NADK,nad kinase,O95544,uniprot_swissprot,9606
uniprot:Q92481,ENSG00000008196,TFAP2B,transcription factor ap-2 beta,Q92481,uniprot_swissprot,9606
uniprot:Q7Z6R9,ENSG00000008197,TFAP2D,transcription factor ap-2 delta,Q7Z6R9,uniprot_swissprot,9606
uniprot:O43739,ENSG00000008256,CYTH3,cytohesin 3,O43739,uniprot_swissprot,9606
uniprot:P49447,ENSG00000008283,CYB561,cytochrome b561,P49447,uniprot_swissprot,9606
uniprot:Q9NYQ7,ENSG00000008300,CELSR3,cadherin egf lag seven-pass g-type receptor 3,Q9NYQ7,uniprot_swissprot,9606
uniprot:Q3KR16,ENSG00000008323,PLEKHG6,pleckstrin homology and rhogef domain containing g6,Q3KR16,uniprot_swissprot,9606
uniprot:Q14938,ENSG00000008441,NFIX,nuclear factor i x,Q14938,uniprot_swissprot,9606
uniprot:Q11201,ENSG00000008513,ST3GAL1,"st3 beta-galactoside alpha-2,3-sialyltransferase 1",Q11201,uniprot_swissprot,9606
uniprot:P24001,ENSG00000008517,IL32,interleukin 32,P24001,uniprot_swissprot,9606
uniprot:P98161,ENSG00000008710,PKD1,"polycystin 1, transient receptor potential channel interacting",P98161,uniprot_swissprot,9606
uniprot:O75448,ENSG00000008838,MED24,mediator complex subunit 24,O75448,uniprot_swissprot,9606
uniprot:Q9BYZ6,ENSG00000008853,RHOBTB2,rho related btb domain containing 2,Q9BYZ6,uniprot_swissprot,9606
uniprot:Q9P2D3,ENSG00000008869,HEATR5B,heat repeat containing 5b,Q9P2D3,uniprot_swissprot,9606
uniprot:P60866,ENSG00000008988,RPS20,ribosomal protein s20,P60866,uniprot_swissprot,9606
uniprot:Q15386,ENSG00000009335,UBE3C,ubiquitin protein ligase e3c,Q15386,uniprot_swissprot,9606
uniprot:O60673,ENSG00000009413,REV3L,"rev3 like, dna directed polymerase zeta catalytic subunit",O60673,uniprot_swissprot,9606
uniprot:P23759,ENSG00000009709,PAX7,paired box 7,P23759,uniprot_swissprot,9606
uniprot:Q8TAV0,ENSG00000009780,FAM76A,family with sequence similarity 76 member a,Q8TAV0,uniprot_swissprot,9606
uniprot:Q9NP71,ENSG00000009950,MLXIPL,mlx interacting protein like,Q9NP71,uniprot_swissprot,9606
uniprot:Q96S59,ENSG00000010017,RANBP9,ran binding protein 9,Q96S59,uniprot_swissprot,9606
uniprot:Q9Y603,ENSG00000010030,ETV7,ets variant transcription factor 7,Q9Y603,uniprot_swissprot,9606
uniprot:P21926,ENSG00000010278,CD9,cd9 molecule,P21926,uniprot_swissprot,9606
uniprot:P48546,ENSG00000010310,GIPR,gastric inhibitory polypeptide receptor,P48546,uniprot_swissprot,9606
uniprot:Q9Y2I1,ENSG00000010322,NISCH,nischarin,Q9Y2I1,uniprot_swissprot,9606
uniprot:P35030,ENSG00000010438,PRSS3,serine protease 3,P35030,uniprot_swissprot,9606
uniprot:P01730,ENSG00000010610,CD4,cd4 molecule,P01730,uniprot_swissprot,9606
uniprot:Q06187,ENSG00000010671,BTK,bruton tyrosine kinase,Q06187,uniprot_swissprot,9606
uniprot:Q30201,ENSG00000010704,HFE,homeostatic iron regulator,Q30201,uniprot_swissprot,9606
uniprot:Q96GD3,ENSG00000010803,SCMH1,scm polycomb group protein homolog 1,Q96GD3,uniprot_swissprot,9606
uniprot:P06241,ENSG00000010810,FYN,"fyn proto-oncogene, src family tyrosine kinase",P06241,uniprot_swissprot,9606
uniprot:P31629,ENSG00000010818,HIVEP2,hivep zinc finger 2,P31629,uniprot_swissprot,9606
uniprot:P51797,ENSG00000011021,CLCN6,cl-/h+ antiporter 6,P51797,uniprot_swissprot,9606
uniprot:Q9UBG0,ENSG00000011028,MRC2,mannose receptor c-type 2,Q9UBG0,uniprot_swissprot,9606
uniprot:O75954,ENSG00000011105,TSPAN9,tetraspanin 9,O75954,uniprot_swissprot,9606
uniprot:Q9P203,ENSG00000011114,BTBD7,btb domain containing 7,Q9P203,uniprot_swissprot,9606
uniprot:Q9NXB0,ENSG00000011143,MKS1,mks transition zone complex subunit 1,Q9NXB0,uniprot_swissprot,9606
uniprot:Q8WTS1,ENSG00000011198,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",Q8WTS1,uniprot_swissprot,9606
uniprot:Q05BQ5,ENSG00000011258,MBTD1,mbt domain containing 1,Q05BQ5,uniprot_swissprot,9606
uniprot:Q9Y5J1,ENSG00000011260,UTP18,utp18 small subunit processome component,Q9Y5J1,uniprot_swissprot,9606
uniprot:Q9NWF9,ENSG00000011275,RNF216,ring finger protein 216,Q9NWF9,uniprot_swissprot,9606
uniprot:Q6DKK2,ENSG00000011295,TTC19,tetratricopeptide repeat domain 19,Q6DKK2,uniprot_swissprot,9606
uniprot:P26599,ENSG00000011304,PTBP1,polypyrimidine tract binding protein 1,P26599,uniprot_swissprot,9606
uniprot:O00443,ENSG00000011405,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,O00443,uniprot_swissprot,9606
uniprot:Q03405,ENSG00000011422,PLAUR,"plasminogen activator, urokinase receptor",Q03405,uniprot_swissprot,9606
uniprot:Q9NQW6,ENSG00000011426,ANLN,"anillin, actin binding protein",Q9NQW6,uniprot_swissprot,9606
uniprot:Q9Y3P9,ENSG00000011454,RABGAP1,rab gtpase activating protein 1,Q9Y3P9,uniprot_swissprot,9606
uniprot:P07585,ENSG00000011465,DCN,decorin,P07585,uniprot_swissprot,9606
uniprot:P53041,ENSG00000011485,PPP5C,protein phosphatase 5 catalytic subunit,P53041,uniprot_swissprot,9606
uniprot:Q76N32,ENSG00000011523,CEP68,centrosomal protein 68,Q76N32,uniprot_swissprot,9606
uniprot:Q8IVH8,ENSG00000011566,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3,Q8IVH8,uniprot_swissprot,9606
uniprot:P34903,ENSG00000011677,GABRA3,gamma-aminobutyric acid type a receptor subunit alpha3,P34903,uniprot_swissprot,9606
uniprot:P38398,ENSG00000012048,BRCA1,brca1 dna repair associated,P38398,uniprot_swissprot,9606
uniprot:P07992,ENSG00000012061,ERCC1,"ercc excision repair 1, endonuclease non-catalytic subunit",P07992,uniprot_swissprot,9606
uniprot:Q96RI1,ENSG00000012504,NR1H4,nuclear receptor subfamily 1 group h member 4,Q96RI1,uniprot_swissprot,9606
uniprot:Q9NYP7,ENSG00000012660,ELOVL5,elovl fatty acid elongase 5,Q9NYP7,uniprot_swissprot,9606
uniprot:P09917,ENSG00000012779,ALOX5,arachidonate 5-lipoxygenase,P09917,uniprot_swissprot,9606
uniprot:Q9Y4K4,ENSG00000012983,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,Q9Y4K4,uniprot_swissprot,9606
uniprot:P49759,ENSG00000013441,CLK1,cdc like kinase 1,P49759,uniprot_swissprot,9606
uniprot:Q9UNK9,ENSG00000013523,ANGEL1,angel homolog 1,Q9UNK9,uniprot_swissprot,9606
uniprot:Q96FC9,ENSG00000013573,DDX11,dead/h-box helicase 11,Q96FC9,uniprot_swissprot,9606
uniprot:Q8NFJ5,ENSG00000013588,GPRC5A,g protein-coupled receptor class c group 5 member a,Q8NFJ5,uniprot_swissprot,9606
uniprot:P30203,ENSG00000013725,CD6,cd6 molecule,P30203,uniprot_swissprot,9606
uniprot:Q9Y6A5,ENSG00000013810,TACC3,transforming acidic coiled-coil containing protein 3,Q9Y6A5,uniprot_swissprot,9606
uniprot:O94874,ENSG00000014123,UFL1,ufm1 specific ligase 1,O94874,uniprot_swissprot,9606
uniprot:Q14181,ENSG00000014138,POLA2,"dna polymerase alpha 2, accessory subunit",Q14181,uniprot_swissprot,9606
uniprot:P40925,ENSG00000014641,MDH1,malate dehydrogenase 1,P40925,uniprot_swissprot,9606
uniprot:Q6PML9,ENSG00000014824,SLC30A9,solute carrier family 30 member 9,Q6PML9,uniprot_swissprot,9606
uniprot:A4FU01,ENSG00000014914,MTMR11,myotubularin related protein 11,A4FU01,uniprot_swissprot,9606
uniprot:Q9P219,ENSG00000015133,CCDC88C,coiled-coil and hook domain protein 88c,Q9P219,uniprot_swissprot,9606
uniprot:P42768,ENSG00000015285,WAS,wasp actin nucleation promoting factor,P42768,uniprot_swissprot,9606
uniprot:P16444,ENSG00000015413,DPEP1,dipeptidase 1,P16444,uniprot_swissprot,9606
uniprot:Q9UHC9,ENSG00000015520,NPC1L1,npc1 like intracellular cholesterol transporter 1,Q9UHC9,uniprot_swissprot,9606
uniprot:P61371,ENSG00000016082,ISL1,isl lim homeobox 1,P61371,uniprot_swissprot,9606
uniprot:Q8NE62,ENSG00000016391,CHDH,choline dehydrogenase,Q8NE62,uniprot_swissprot,9606
uniprot:Q9UHF4,ENSG00000016402,IL20RA,interleukin 20 receptor subunit alpha,Q9UHF4,uniprot_swissprot,9606
uniprot:A8K7I4,ENSG00000016490,CLCA1,chloride channel accessory 1,A8K7I4,uniprot_swissprot,9606
uniprot:Q14CN2,ENSG00000016602,CLCA4,chloride channel accessory 4,Q14CN2,uniprot_swissprot,9606
uniprot:Q68CQ7,ENSG00000016864,GLT8D1,glycosyltransferase 8 domain containing 1,Q68CQ7,uniprot_swissprot,9606
uniprot:P05019,ENSG00000017427,IGF1,insulin like growth factor 1,P05019,uniprot_swissprot,9606
uniprot:Q7L099,ENSG00000018189,RUFY3,run and fyve domain containing 3,Q7L099,uniprot_swissprot,9606
uniprot:P49279,ENSG00000018280,SLC11A1,solute carrier family 11 member 1,P49279,uniprot_swissprot,9606
uniprot:Q9GZV5,ENSG00000018408,WWTR1,ww domain containing transcription regulator 1,Q9GZV5,uniprot_swissprot,9606
uniprot:P50993,ENSG00000018625,ATP1A2,atpase na+/k+ transporting subunit alpha 2,P50993,uniprot_swissprot,9606
uniprot:Q86UU1,ENSG00000019144,PHLDB1,pleckstrin homology like domain family b member 1,Q86UU1,uniprot_swissprot,9606
uniprot:Q07973,ENSG00000019186,CYP24A1,cytochrome p450 family 24 subfamily a member 1,Q07973,uniprot_swissprot,9606
uniprot:Q9NQV5,ENSG00000019485,PRDM11,pr/set domain 11,Q9NQV5,uniprot_swissprot,9606
uniprot:Q7L8C5,ENSG00000019505,SYT13,synaptotagmin 13,Q7L8C5,uniprot_swissprot,9606
uniprot:O43623,ENSG00000019549,SNAI2,snail family transcriptional repressor 2,O43623,uniprot_swissprot,9606
uniprot:P04233,ENSG00000019582,CD74,cd74 molecule,P04233,uniprot_swissprot,9606
uniprot:P14210,ENSG00000019991,HGF,hepatocyte growth factor,P14210,uniprot_swissprot,9606
uniprot:Q9UGI0,ENSG00000019995,ZRANB1,zinc finger ranbp2-type containing 1,Q9UGI0,uniprot_swissprot,9606
uniprot:Q9NTW7,ENSG00000020256,ZFP64,zfp64 zinc finger protein,Q9NTW7,uniprot_swissprot,9606
uniprot:Q13761,ENSG00000020633,RUNX3,runx family transcription factor 3,Q13761,uniprot_swissprot,9606
uniprot:P49959,ENSG00000020922,MRE11,mre11 double strand break repair nuclease,P49959,uniprot_swissprot,9606
uniprot:Q9HDB5,ENSG00000021645,NRXN3,neurexin 3,Q9HDB5,uniprot_swissprot,9606
uniprot:O60306,ENSG00000021776,AQR,aquarius intron-binding spliceosomal factor,O60306,uniprot_swissprot,9606
uniprot:P31327,ENSG00000021826,CPS1,carbamoyl-phosphate synthase 1,P31327,uniprot_swissprot,9606
uniprot:P14867,ENSG00000022355,GABRA1,gamma-aminobutyric acid type a receptor subunit alpha1,P14867,uniprot_swissprot,9606
uniprot:Q9H6R6,ENSG00000023041,ZDHHC6,zdhhc palmitoyltransferase 6,Q9H6R6,uniprot_swissprot,9606
uniprot:Q3KR37,ENSG00000023171,GRAMD1B,gram domain containing 1b,Q3KR37,uniprot_swissprot,9606
uniprot:P28331,ENSG00000023228,NDUFS1,nadh:ubiquinone oxidoreductase core subunit s1,P28331,uniprot_swissprot,9606
uniprot:Q8TDY2,ENSG00000023287,RB1CC1,rb1 inducible coiled-coil 1,Q8TDY2,uniprot_swissprot,9606
uniprot:Q13489,ENSG00000023445,BIRC3,baculoviral iap repeat containing 3,Q13489,uniprot_swissprot,9606
uniprot:Q9UKA4,ENSG00000023516,AKAP11,a-kinase anchoring protein 11,Q9UKA4,uniprot_swissprot,9606
uniprot:Q9NS18,ENSG00000023572,GLRX2,glutaredoxin 2,Q9NS18,uniprot_swissprot,9606
uniprot:Q9H4E7,ENSG00000023892,DEF6,def6 guanine nucleotide exchange factor,Q9H4E7,uniprot_swissprot,9606
uniprot:Q9NZN4,ENSG00000024422,EHD2,eh domain containing 2,Q9NZN4,uniprot_swissprot,9606
uniprot:Q03933,ENSG00000025156,HSF2,heat shock transcription factor 2,Q03933,uniprot_swissprot,9606
uniprot:Q13133,ENSG00000025434,NR1H3,nuclear receptor subfamily 1 group h member 3,Q13133,uniprot_swissprot,9606
uniprot:P19971,ENSG00000025708,TYMP,thymidine phosphorylase,P19971,uniprot_swissprot,9606
uniprot:P08670,ENSG00000026025,VIM,vimentin,P08670,uniprot_swissprot,9606
uniprot:P25445,ENSG00000026103,FAS,fas cell surface death receptor,P25445,uniprot_swissprot,9606
uniprot:O00584,ENSG00000026297,RNASET2,ribonuclease t2,O00584,uniprot_swissprot,9606
uniprot:P16070,ENSG00000026508,CD44,cd44 molecule (in blood group),P16070,uniprot_swissprot,9606
uniprot:Q9UIX4,ENSG00000026559,KCNG1,potassium voltage-gated channel modifier subfamily g member 1,Q9UIX4,uniprot_swissprot,9606
uniprot:Q9NRZ5,ENSG00000026652,AGPAT4,1-acylglycerol-3-phosphate o-acyltransferase 4,Q9NRZ5,uniprot_swissprot,9606
uniprot:P24723,ENSG00000027075,PRKCH,protein kinase c eta,P24723,uniprot_swissprot,9606
uniprot:P14616,ENSG00000027644,INSRR,insulin receptor related receptor,P14616,uniprot_swissprot,9606
uniprot:P15260,ENSG00000027697,IFNGR1,interferon gamma receptor 1,P15260,uniprot_swissprot,9606
uniprot:Q86Y07,ENSG00000028116,VRK2,vrk serine/threonine kinase 2,Q86Y07,uniprot_swissprot,9606
uniprot:P20333,ENSG00000028137,TNFRSF1B,tnf receptor superfamily member 1b,P20333,uniprot_swissprot,9606
uniprot:P62380,ENSG00000028839,TBPL1,tata-box binding protein like 1,P62380,uniprot_swissprot,9606
uniprot:Q9NYF8,ENSG00000029363,BCLAF1,bcl2 associated transcription factor 1,Q9NYF8,uniprot_swissprot,9606
uniprot:P16157,ENSG00000029534,ANK1,ankyrin 1,P16157,uniprot_swissprot,9606
uniprot:P21815,ENSG00000029559,IBSP,integrin binding sialoprotein,P21815,uniprot_swissprot,9606
uniprot:Q15276,ENSG00000029725,RABEP1,"rabaptin, rab gtpase binding effector protein 1",Q15276,uniprot_swissprot,9606
uniprot:O15347,ENSG00000029993,HMGB3,high mobility group box 3,O15347,uniprot_swissprot,9606
uniprot:Q12769,ENSG00000030066,NUP160,nucleoporin 160,Q12769,uniprot_swissprot,9606
uniprot:Q16611,ENSG00000030110,BAK1,bcl2 antagonist/killer 1,Q16611,uniprot_swissprot,9606
uniprot:Q9UKS7,ENSG00000030419,IKZF2,ikaros family zinc finger 2,Q9UKS7,uniprot_swissprot,9606
uniprot:P28799,ENSG00000030582,GRN,granulin precursor,P28799,uniprot_swissprot,9606
uniprot:Q9NYF5,ENSG00000031003,FAM13B,family with sequence similarity 13 member b,Q9NYF5,uniprot_swissprot,9606
uniprot:Q2M1Z3,ENSG00000031081,ARHGAP31,rho gtpase activating protein 31,Q2M1Z3,uniprot_swissprot,9606
uniprot:P29374,ENSG00000032219,ARID4A,at-rich interaction domain 4a,P29374,uniprot_swissprot,9606
uniprot:Q53HC9,ENSG00000032389,EIPR1,earp complex and garp complex interacting protein 1,Q53HC9,uniprot_swissprot,9606
uniprot:Q6NZY4,ENSG00000033030,ZCCHC8,zinc finger cchc-type containing 8,Q6NZY4,uniprot_swissprot,9606
uniprot:A0A075B6E9,ENSG00000033122,LRRC7,leucine rich repeat containing 7,A0A075B6E9,uniprot_trembl,9606
uniprot:Q9BYC5,ENSG00000033170,FUT8,fucosyltransferase 8,Q9BYC5,uniprot_swissprot,9606
uniprot:Q9UQC2,ENSG00000033327,GAB2,grb2 associated binding protein 2,Q9UQC2,uniprot_swissprot,9606
uniprot:O75925,ENSG00000033800,PIAS1,protein inhibitor of activated stat 1,O75925,uniprot_swissprot,9606
uniprot:Q9Y6M7,ENSG00000033867,SLC4A7,solute carrier family 4 member 7,Q9Y6M7,uniprot_swissprot,9606
