alias_map_id,alias,alias_key,disease_key,disease_id,type,source_id,source_name,source_url,source_batch_id,retrieved_at,confidence,created_at
53a1c6a9-2fc3-5978-bb25-3b4648019081,vascular hypertensive disorder,vascular_hypertensive_disorder,hypertension,bdbf1095-0cdc-5827-9694-2488d840a243,ontology_synonym,D002,curated_disease_seed,https://disease-ontology.org/?id=DOID:10763,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
cdfc63a3-4910-5141-8008-c0e1c2988e05,high blood pressure,high_blood_pressure,hypertension,bdbf1095-0cdc-5827-9694-2488d840a243,user_alias,D002,curated_disease_seed,https://disease-ontology.org/?id=DOID:10763,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
48817ebb-e91a-5ae5-a249-a6598cb0c935,obesity,obesity,obesity,b4f3df9e-a237-5eca-87b8-fb18793c4acf,primary,D003,curated_disease_seed,https://disease-ontology.org/?id=DOID:9970,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
530892a7-b31b-5336-871e-c8dbd672ffde,overweight and obesity,overweight_and_obesity,obesity,b4f3df9e-a237-5eca-87b8-fb18793c4acf,user_alias,D003,curated_disease_seed,https://disease-ontology.org/?id=DOID:9970,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
2b95a104-4806-5aa5-a1d4-d24aa178fc98,osteoarthritis,osteoarthritis,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,primary,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID:8398,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
64070ab7-1519-59ef-8ed9-4ed1abaadf52,degenerative arthritis,degenerative_arthritis,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,ontology_synonym,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID:8398,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
ccaa9169-dd97-59f1-8d1a-626160df0803,degenerative joint disease,degenerative_joint_disease,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,ontology_synonym,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID:8398,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
a3c9539f-513e-5b2c-b610-03ab9bee80af,hypertrophic arthritis,hypertrophic_arthritis,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,ontology_synonym,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID:8398,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
39e958c7-6e48-59f7-befc-ec6b69a62b5a,osteoarthrosis,osteoarthrosis,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,ontology_synonym,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID:8398,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
bf19f59a-cc7f-5bfd-adb7-1b9a11827cc5,osteoarthrosis and allied disorder,osteoarthrosis_and_allied_disorder,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,ontology_synonym,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID:8398,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
d4b021ad-70ae-5206-83c5-8e1b381ff53a,oa,oa,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,user_alias,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID:8398,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
51c384c6-1838-51a6-93c0-60344b60d713,rheumatoid arthritis,rheumatoid_arthritis,rheumatoid_arthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,primary,D005,curated_disease_seed,https://disease-ontology.org/?id=DOID:7148,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
5e6bfc56-e266-5805-be04-528ae1b79956,arthritis or polyarthritis,arthritis_or_polyarthritis,rheumatoid_arthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,ontology_synonym,D005,curated_disease_seed,https://disease-ontology.org/?id=DOID:7148,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
363afa7f-1a51-5644-a484-a279241a3268,atrophic arthritis,atrophic_arthritis,rheumatoid_arthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,ontology_synonym,D005,curated_disease_seed,https://disease-ontology.org/?id=DOID:7148,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
1c61f9a9-adfa-543e-acf6-1ccf319b8468,rheumatic,rheumatic,rheumatoid_arthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,ontology_synonym,D005,curated_disease_seed,https://disease-ontology.org/?id=DOID:7148,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
9da0eaa7-9feb-5b0a-a6cc-e9f6f60f6626,ra,ra,rheumatoid_arthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,user_alias,D005,curated_disease_seed,https://disease-ontology.org/?id=DOID:7148,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
f6deb3b9-8f4e-5d39-b768-9ac2cde80d9e,asthma,asthma,asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,primary,D006,curated_disease_seed,https://disease-ontology.org/?id=DOID:2841,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
8fd11737-71a7-57ce-b8f5-f9eb1f2e969a,bronchial hyperreactivity,bronchial_hyperreactivity,asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,ontology_synonym,D006,curated_disease_seed,https://disease-ontology.org/?id=DOID:2841,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
a6611843-e9ae-519e-a47e-4f4b4f8c488f,chronic obstructive asthma,chronic_obstructive_asthma,asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,ontology_synonym,D006,curated_disease_seed,https://disease-ontology.org/?id=DOID:2841,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
ea6b5450-6394-5bc1-b0ea-f2138ecb9d3d,chronic obstructive asthma with acute exacerbation,chronic_obstructive_asthma_with_acute_exacerbation,asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,ontology_synonym,D006,curated_disease_seed,https://disease-ontology.org/?id=DOID:2841,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
3524fad4-cb52-5c4a-a5fd-84d05874a622,chronic obstructive asthma with status asthmaticus,chronic_obstructive_asthma_with_status_asthmaticus,asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,ontology_synonym,D006,curated_disease_seed,https://disease-ontology.org/?id=DOID:2841,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
c796d54c-b3cf-56d2-be20-b2f573b9386c,bronchial asthma,bronchial_asthma,asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,user_alias,D006,curated_disease_seed,https://disease-ontology.org/?id=DOID:2841,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
3896e2c8-8bf0-5f25-b6d8-ab0b9a789b4d,chronic obstructive pulmonary disease,chronic_obstructive_pulmonary_disease,copd,4970fd41-591e-59b2-a423-7da28775c338,primary,D007,curated_disease_seed,https://disease-ontology.org/?id=DOID:3083,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
bfdef9a6-9354-5c5f-bbbe-67cfa9bca393,chronic obstructive airway disease,chronic_obstructive_airway_disease,copd,4970fd41-591e-59b2-a423-7da28775c338,ontology_synonym,D007,curated_disease_seed,https://disease-ontology.org/?id=DOID:3083,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
612d7ec9-5fbd-5eec-84dc-623a9883cf7b,chronic obstructive lung disease,chronic_obstructive_lung_disease,copd,4970fd41-591e-59b2-a423-7da28775c338,ontology_synonym,D007,curated_disease_seed,https://disease-ontology.org/?id=DOID:3083,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
683366f9-7ab7-573f-97f5-7052aad3e217,cold,cold,copd,4970fd41-591e-59b2-a423-7da28775c338,ontology_synonym,D007,curated_disease_seed,https://disease-ontology.org/?id=DOID:3083,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
24f3a1f3-a287-5a03-8299-e7dc28743bd0,metabolic dysfunction-associated steatotic liver disease,metabolic_dysfunction_associated_steatotic_liver_disease,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,primary,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
0520e912-4f3d-5668-9e54-ca071acac24a,mafld,mafld,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,ontology_synonym,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
37c9c3cc-3b44-5ec4-b7f6-4d5c33ef7e48,metabolic dysfunction-associated fatty liver disease,metabolic_dysfunction_associated_fatty_liver_disease,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,ontology_synonym,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
6e11a415-86a4-5471-a439-fa6daddc9803,metabolic dysfunction-related steatotic liver disease,metabolic_dysfunction_related_steatotic_liver_disease,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,ontology_synonym,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
85eb6ac5-d9dd-5698-8716-f4fbd6e653d5,metabolic-associated fatty liver disease,metabolic_associated_fatty_liver_disease,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,ontology_synonym,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
2be0238e-34f2-5c30-a11e-c87dee32ab4b,nafld,nafld,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,ontology_synonym,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
6dc9db40-4f8e-5d7e-b860-21312cfa92b8,non-alcoholic fatty liver disease,non_alcoholic_fatty_liver_disease,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,ontology_synonym,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
a801fb70-8561-581e-a79c-831aec0ffdef,nonalcoholic fatty liver disease,nonalcoholic_fatty_liver_disease,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,ontology_synonym,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
969d7f8a-2bff-5560-9e6d-efbc816d6323,fatty liver,fatty_liver,masld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,user_alias,D008,curated_disease_seed,https://disease-ontology.org/?id=DOID:0080208,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
5dfbb34a-f0dc-56fa-ac5c-6f001dc08f21,breast cancer,breast_cancer,breast_cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,primary,D009,curated_disease_seed,https://disease-ontology.org/?id=DOID:1612,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
f3d32142-9f8d-56b7-9240-561ccfcb5e54,breast tumor,breast_tumor,breast_cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,ontology_synonym,D009,curated_disease_seed,https://disease-ontology.org/?id=DOID:1612,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
05686ca2-4734-5b2a-8be0-16b65945e896,malignant neoplasm of breast,malignant_neoplasm_of_breast,breast_cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,ontology_synonym,D009,curated_disease_seed,https://disease-ontology.org/?id=DOID:1612,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
91f4afd4-875b-59df-a0ef-cfa2797d1a21,malignant tumor of the breast,malignant_tumor_of_the_breast,breast_cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,ontology_synonym,D009,curated_disease_seed,https://disease-ontology.org/?id=DOID:1612,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
a549419d-ddab-53c9-809a-ce1e5c200743,mammary cancer,mammary_cancer,breast_cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,ontology_synonym,D009,curated_disease_seed,https://disease-ontology.org/?id=DOID:1612,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
eaeb42fe-ad6a-57e9-956a-f920b747bb21,mammary tumor,mammary_tumor,breast_cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,ontology_synonym,D009,curated_disease_seed,https://disease-ontology.org/?id=DOID:1612,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
6afca4ec-01cf-554e-bdd0-4eb95bd2e1fd,primary breast cancer,primary_breast_cancer,breast_cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,ontology_synonym,D009,curated_disease_seed,https://disease-ontology.org/?id=DOID:1612,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
466bc502-59de-5420-abe5-c8cbcc6760c9,mammary carcinoma,mammary_carcinoma,breast_cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,user_alias,D009,curated_disease_seed,https://disease-ontology.org/?id=DOID:1612,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
1b418771-449d-55de-a392-4cb7b632ee96,colorectal cancer,colorectal_cancer,colorectal_cancer,37d4f6a9-1969-5cca-9056-df6b65a8dbec,primary,D010,curated_disease_seed,https://disease-ontology.org/?id=DOID:9256,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
7c911d27-5db3-5682-8ade-4cb2f7deb6d9,colon cancer,colon_cancer,colorectal_cancer,37d4f6a9-1969-5cca-9056-df6b65a8dbec,user_alias,D010,curated_disease_seed,https://disease-ontology.org/?id=DOID:9256,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
d1e433da-b4b6-554f-9c68-f4f931472340,rectal cancer,rectal_cancer,colorectal_cancer,37d4f6a9-1969-5cca-9056-df6b65a8dbec,user_alias,D010,curated_disease_seed,https://disease-ontology.org/?id=DOID:9256,D001,2026-06-02T16:39:43+00:00,0.9,2026-06-02T16:39:43+00:00
